Item Name, Trade Up Cost (GBP), Expected Value (GBP), Expected Profit (GBP), All Profit Outcomes (GBP)
StatTrak™ UMP-45 | Roadblock (Field-Tested), 1.2, 0.852, -0.348, StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred):0.84 - StatTrak™ M249 | Downtown (Battle-Scarred):0.85 - StatTrak™ P90 | Vent Rush (Battle-Scarred):0.83 - StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred):0.86 - StatTrak™ SG 553 | Dragon Tech (Battle-Scarred):0.88 - 
StatTrak™ UMP-45 | Roadblock (Minimal Wear), 2.7, 0.852, -1.8480000000000003, StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred):0.84 - StatTrak™ M249 | Downtown (Battle-Scarred):0.85 - StatTrak™ P90 | Vent Rush (Battle-Scarred):0.83 - StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred):0.86 - StatTrak™ SG 553 | Dragon Tech (Battle-Scarred):0.88 - 
StatTrak™ UMP-45 | Roadblock (Well-Worn), 0.8999999999999999, 0.852, -0.04799999999999993, StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred):0.84 - StatTrak™ M249 | Downtown (Battle-Scarred):0.85 - StatTrak™ P90 | Vent Rush (Battle-Scarred):0.83 - StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred):0.86 - StatTrak™ SG 553 | Dragon Tech (Battle-Scarred):0.88 - 
StatTrak™ UMP-45 | Scaffold (Battle-Scarred), 14.8, 13.453333333333333, -1.3466666666666676, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ UMP-45 | Scaffold (Factory New), 57.699999999999996, 13.453333333333333, -44.24666666666666, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ UMP-45 | Scaffold (Field-Tested), 13.600000000000001, 13.453333333333333, -0.14666666666666828, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ UMP-45 | Scaffold (Minimal Wear), 25.5, 13.453333333333333, -12.046666666666667, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ UMP-45 | Scaffold (Well-Worn), 15.4, 13.453333333333333, -1.9466666666666672, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ UMP-45 | Wild Child (Battle-Scarred), 32.7, 28.855, -3.8450000000000024, StatTrak™ AK-47 | Head Shot (Battle-Scarred):35.38 - StatTrak™ M4A4 | Temukau (Battle-Scarred):22.33 - 
StatTrak™ UMP-45 | Wild Child (Factory New), 396.1, 28.855, -367.245, StatTrak™ AK-47 | Head Shot (Battle-Scarred):35.38 - StatTrak™ M4A4 | Temukau (Battle-Scarred):22.33 - 
StatTrak™ UMP-45 | Wild Child (Field-Tested), 69.3, 28.855, -40.44499999999999, StatTrak™ AK-47 | Head Shot (Battle-Scarred):35.38 - StatTrak™ M4A4 | Temukau (Battle-Scarred):22.33 - 
StatTrak™ UMP-45 | Wild Child (Minimal Wear), 162.0, 28.855, -133.145, StatTrak™ AK-47 | Head Shot (Battle-Scarred):35.38 - StatTrak™ M4A4 | Temukau (Battle-Scarred):22.33 - 
StatTrak™ UMP-45 | Wild Child (Well-Worn), 46.900000000000006, 28.855, -18.045000000000005, StatTrak™ AK-47 | Head Shot (Battle-Scarred):35.38 - StatTrak™ M4A4 | Temukau (Battle-Scarred):22.33 - 
StatTrak™ USP-S | Black Lotus (Battle-Scarred), 21.5, 1.998, -19.502, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Well-Worn):2.64 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ USP-S | Black Lotus (Factory New), 236.29999999999998, 3.1559999999999997, -233.14399999999998, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Factory New):8.43 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ USP-S | Black Lotus (Field-Tested), 25.5, 2.4059999999999997, -23.094, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear):4.68 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ USP-S | Black Lotus (Minimal Wear), 54.6, 3.1559999999999997, -51.444, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Factory New):8.43 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ USP-S | Black Lotus (Well-Worn), 24.700000000000003, 1.934, -22.766000000000002, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Field-Tested):2.32 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ USP-S | Blood Tiger (Factory New), 81.4, 6.047999999999999, -75.352, StatTrak™ Desert Eagle | Crimson Web (Battle-Scarred):9.93 - StatTrak™ Glock-18 | Steel Disruption (Factory New):9.01 - StatTrak™ MP7 | Ocean Foam (Factory New):7.65 - StatTrak™ P90 | Virus (Battle-Scarred):1.65 - StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred):2 - 
StatTrak™ USP-S | Blood Tiger (Field-Tested), 36.5, 5.266, -31.234, StatTrak™ Desert Eagle | Crimson Web (Battle-Scarred):9.93 - StatTrak™ Glock-18 | Steel Disruption (Minimal Wear):5.5 - StatTrak™ MP7 | Ocean Foam (Minimal Wear):7.25 - StatTrak™ P90 | Virus (Battle-Scarred):1.65 - StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred):2 - 
StatTrak™ USP-S | Blood Tiger (Minimal Wear), 36.6, 6.047999999999999, -30.552000000000003, StatTrak™ Desert Eagle | Crimson Web (Battle-Scarred):9.93 - StatTrak™ Glock-18 | Steel Disruption (Factory New):9.01 - StatTrak™ MP7 | Ocean Foam (Factory New):7.65 - StatTrak™ P90 | Virus (Battle-Scarred):1.65 - StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred):2 - 
StatTrak™ USP-S | Blueprint (Battle-Scarred), 82.2, 12.0075, -70.1925, StatTrak™ AK-47 | Orbit Mk01 (Battle-Scarred):24.02 - StatTrak™ P2000 | Woodsman (Battle-Scarred):7.09 - StatTrak™ P250 | Red Rock (Battle-Scarred):9 - StatTrak™ P90 | Death Grip (Battle-Scarred):7.92 - 
StatTrak™ USP-S | Blueprint (Factory New), 1129.6, 12.0075, -1117.5925, StatTrak™ AK-47 | Orbit Mk01 (Battle-Scarred):24.02 - StatTrak™ P2000 | Woodsman (Battle-Scarred):7.09 - StatTrak™ P250 | Red Rock (Battle-Scarred):9 - StatTrak™ P90 | Death Grip (Battle-Scarred):7.92 - 
StatTrak™ USP-S | Blueprint (Field-Tested), 123.3, 12.0075, -111.29249999999999, StatTrak™ AK-47 | Orbit Mk01 (Battle-Scarred):24.02 - StatTrak™ P2000 | Woodsman (Battle-Scarred):7.09 - StatTrak™ P250 | Red Rock (Battle-Scarred):9 - StatTrak™ P90 | Death Grip (Battle-Scarred):7.92 - 
StatTrak™ USP-S | Blueprint (Minimal Wear), 309.3, 12.0075, -297.2925, StatTrak™ AK-47 | Orbit Mk01 (Battle-Scarred):24.02 - StatTrak™ P2000 | Woodsman (Battle-Scarred):7.09 - StatTrak™ P250 | Red Rock (Battle-Scarred):9 - StatTrak™ P90 | Death Grip (Battle-Scarred):7.92 - 
StatTrak™ USP-S | Blueprint (Well-Worn), 110.3, 12.0075, -98.29249999999999, StatTrak™ AK-47 | Orbit Mk01 (Battle-Scarred):24.02 - StatTrak™ P2000 | Woodsman (Battle-Scarred):7.09 - StatTrak™ P250 | Red Rock (Battle-Scarred):9 - StatTrak™ P90 | Death Grip (Battle-Scarred):7.92 - 
StatTrak™ USP-S | Caiman (Factory New), 936.2, 72.905, -863.2950000000001, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Caiman (Field-Tested), 458.5, 72.905, -385.595, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Caiman (Minimal Wear), 787.3000000000001, 72.905, -714.3950000000001, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Caiman (Well-Worn), 531.7, 72.905, -458.7950000000001, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Cortex (Battle-Scarred), 35.8, 5.205, -30.595, StatTrak™ M4A4 | Neo-Noir (Battle-Scarred):7.62 - StatTrak™ MP7 | Bloodsport (Battle-Scarred):2.79 - 
StatTrak™ USP-S | Cortex (Factory New), 249.0, 5.205, -243.795, StatTrak™ M4A4 | Neo-Noir (Battle-Scarred):7.62 - StatTrak™ MP7 | Bloodsport (Battle-Scarred):2.79 - 
StatTrak™ USP-S | Cortex (Field-Tested), 50.300000000000004, 5.205, -45.095000000000006, StatTrak™ M4A4 | Neo-Noir (Battle-Scarred):7.62 - StatTrak™ MP7 | Bloodsport (Battle-Scarred):2.79 - 
StatTrak™ USP-S | Cortex (Minimal Wear), 95.60000000000001, 5.205, -90.39500000000001, StatTrak™ M4A4 | Neo-Noir (Battle-Scarred):7.62 - StatTrak™ MP7 | Bloodsport (Battle-Scarred):2.79 - 
StatTrak™ USP-S | Cortex (Well-Worn), 40.8, 5.205, -35.595, StatTrak™ M4A4 | Neo-Noir (Battle-Scarred):7.62 - StatTrak™ MP7 | Bloodsport (Battle-Scarred):2.79 - 
StatTrak™ USP-S | Cyrex (Battle-Scarred), 27.599999999999998, 3.78, -23.819999999999997, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ USP-S | Cyrex (Factory New), 121.1, 3.78, -117.32, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ USP-S | Cyrex (Field-Tested), 31.200000000000003, 3.78, -27.42, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ USP-S | Cyrex (Minimal Wear), 65.7, 3.78, -61.92, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ USP-S | Cyrex (Well-Worn), 52.199999999999996, 3.78, -48.419999999999995, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ USP-S | Dark Water (Field-Tested), 866.9, 216.48, -650.42, StatTrak™ AK-47 | Case Hardened (Battle-Scarred):235.48 - StatTrak™ Desert Eagle | Hypnotic (Minimal Wear):197.48 - 
StatTrak™ USP-S | Dark Water (Minimal Wear), 1022.6, 211.345, -811.255, StatTrak™ AK-47 | Case Hardened (Battle-Scarred):235.48 - StatTrak™ Desert Eagle | Hypnotic (Factory New):187.21 - 
StatTrak™ USP-S | Flashback (Battle-Scarred), 17.0, 5.866666666666666, -11.133333333333333, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ USP-S | Flashback (Factory New), 28.3, 5.866666666666666, -22.433333333333334, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ USP-S | Flashback (Field-Tested), 13.0, 5.866666666666666, -7.133333333333334, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ USP-S | Flashback (Minimal Wear), 17.1, 5.866666666666666, -11.233333333333334, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ USP-S | Flashback (Well-Worn), 17.5, 5.866666666666666, -11.633333333333333, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ USP-S | Guardian (Factory New), 103.9, 19.346666666666668, -84.55333333333334, StatTrak™ AK-47 | Redline (Battle-Scarred):20.53 - StatTrak™ Nova | Antique (Factory New):24.35 - StatTrak™ P90 | Trigon (Battle-Scarred):13.16 - 
StatTrak™ USP-S | Guardian (Field-Tested), 40.9, 17.333333333333332, -23.566666666666666, StatTrak™ AK-47 | Redline (Battle-Scarred):20.53 - StatTrak™ Nova | Antique (Minimal Wear):18.31 - StatTrak™ P90 | Trigon (Battle-Scarred):13.16 - 
StatTrak™ USP-S | Guardian (Minimal Wear), 76.2, 19.346666666666668, -56.85333333333334, StatTrak™ AK-47 | Redline (Battle-Scarred):20.53 - StatTrak™ Nova | Antique (Factory New):24.35 - StatTrak™ P90 | Trigon (Battle-Scarred):13.16 - 
StatTrak™ USP-S | Kill Confirmed (Battle-Scarred), 746.9, 0, -746.9, 
StatTrak™ USP-S | Kill Confirmed (Factory New), 5218.099999999999, 0, -5218.099999999999, 
StatTrak™ USP-S | Kill Confirmed (Field-Tested), 1267.1, 0, -1267.1, 
StatTrak™ USP-S | Kill Confirmed (Minimal Wear), 2104.6, 0, -2104.6, 
StatTrak™ USP-S | Kill Confirmed (Well-Worn), 871.5999999999999, 0, -871.5999999999999, 
StatTrak™ USP-S | Lead Conduit (Battle-Scarred), 12.9, 2.384, -10.516, StatTrak™ FAMAS | Valence (Battle-Scarred):2.38 - StatTrak™ Five-SeveN | Triumvirate (Battle-Scarred):2.4 - StatTrak™ Glock-18 | Royal Legion (Battle-Scarred):2.5 - StatTrak™ MAG-7 | Praetorian (Well-Worn):2.45 - StatTrak™ MP7 | Impire (Well-Worn):2.19 - 
StatTrak™ USP-S | Lead Conduit (Factory New), 107.4, 4.1, -103.30000000000001, StatTrak™ FAMAS | Valence (Battle-Scarred):2.38 - StatTrak™ Five-SeveN | Triumvirate (Battle-Scarred):2.4 - StatTrak™ Glock-18 | Royal Legion (Battle-Scarred):2.5 - StatTrak™ MAG-7 | Praetorian (Factory New):6.76 - StatTrak™ MP7 | Impire (Factory New):6.46 - 
StatTrak™ USP-S | Lead Conduit (Field-Tested), 14.2, 3.1420000000000003, -11.058, StatTrak™ FAMAS | Valence (Battle-Scarred):2.38 - StatTrak™ Five-SeveN | Triumvirate (Battle-Scarred):2.4 - StatTrak™ Glock-18 | Royal Legion (Battle-Scarred):2.5 - StatTrak™ MAG-7 | Praetorian (Minimal Wear):4.2 - StatTrak™ MP7 | Impire (Minimal Wear):4.23 - 
StatTrak™ USP-S | Lead Conduit (Minimal Wear), 20.8, 4.1, -16.700000000000003, StatTrak™ FAMAS | Valence (Battle-Scarred):2.38 - StatTrak™ Five-SeveN | Triumvirate (Battle-Scarred):2.4 - StatTrak™ Glock-18 | Royal Legion (Battle-Scarred):2.5 - StatTrak™ MAG-7 | Praetorian (Factory New):6.76 - StatTrak™ MP7 | Impire (Factory New):6.46 - 
StatTrak™ USP-S | Lead Conduit (Well-Worn), 13.0, 2.5159999999999996, -10.484, StatTrak™ FAMAS | Valence (Battle-Scarred):2.38 - StatTrak™ Five-SeveN | Triumvirate (Battle-Scarred):2.4 - StatTrak™ Glock-18 | Royal Legion (Battle-Scarred):2.5 - StatTrak™ MAG-7 | Praetorian (Field-Tested):2.68 - StatTrak™ MP7 | Impire (Field-Tested):2.62 - 
StatTrak™ USP-S | Monster Mashup (Battle-Scarred), 167.10000000000002, 95.81500000000001, -71.28500000000001, StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred):16.02 - StatTrak™ M4A1-S | Printstream (Battle-Scarred):175.61 - 
StatTrak™ USP-S | Monster Mashup (Factory New), 787.2, 95.81500000000001, -691.385, StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred):16.02 - StatTrak™ M4A1-S | Printstream (Battle-Scarred):175.61 - 
StatTrak™ USP-S | Monster Mashup (Field-Tested), 206.6, 95.81500000000001, -110.78499999999998, StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred):16.02 - StatTrak™ M4A1-S | Printstream (Battle-Scarred):175.61 - 
StatTrak™ USP-S | Monster Mashup (Minimal Wear), 418.0, 95.81500000000001, -322.185, StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred):16.02 - StatTrak™ M4A1-S | Printstream (Battle-Scarred):175.61 - 
StatTrak™ USP-S | Monster Mashup (Well-Worn), 195.7, 95.81500000000001, -99.88499999999998, StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred):16.02 - StatTrak™ M4A1-S | Printstream (Battle-Scarred):175.61 - 
StatTrak™ USP-S | Neo-Noir (Battle-Scarred), 253.5, 0, -253.5, 
StatTrak™ USP-S | Neo-Noir (Factory New), 1220.5, 0, -1220.5, 
StatTrak™ USP-S | Neo-Noir (Field-Tested), 379.20000000000005, 0, -379.20000000000005, 
StatTrak™ USP-S | Neo-Noir (Minimal Wear), 563.6, 0, -563.6, 
StatTrak™ USP-S | Neo-Noir (Well-Worn), 346.2, 0, -346.2, 
StatTrak™ USP-S | Orion (Battle-Scarred), 318.4, 72.905, -245.49499999999998, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Orion (Factory New), 1274.6, 72.905, -1201.695, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Orion (Field-Tested), 753.0, 72.905, -680.095, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Orion (Minimal Wear), 878.1, 72.905, -805.195, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Orion (Well-Worn), 331.8, 72.905, -258.895, StatTrak™ AK-47 | Vulcan (Battle-Scarred):134.75 - StatTrak™ M4A4 | Desert-Strike (Battle-Scarred):11.06 - 
StatTrak™ USP-S | Overgrowth (Battle-Scarred), 394.79999999999995, 150.69333333333333, -244.10666666666663, StatTrak™ AWP | Graphite (Minimal Wear):387.07 - StatTrak™ P2000 | Ocean Foam (Minimal Wear):38.22 - StatTrak™ P90 | Emerald Dragon (Battle-Scarred):26.79 - 
StatTrak™ USP-S | Overgrowth (Factory New), 1470.5, 256.6533333333333, -1213.8466666666668, StatTrak™ AWP | Graphite (Factory New):394.08 - StatTrak™ P2000 | Ocean Foam (Factory New):349.09 - StatTrak™ P90 | Emerald Dragon (Battle-Scarred):26.79 - 
StatTrak™ USP-S | Overgrowth (Field-Tested), 436.70000000000005, 150.69333333333333, -286.0066666666667, StatTrak™ AWP | Graphite (Minimal Wear):387.07 - StatTrak™ P2000 | Ocean Foam (Minimal Wear):38.22 - StatTrak™ P90 | Emerald Dragon (Battle-Scarred):26.79 - 
StatTrak™ USP-S | Overgrowth (Minimal Wear), 489.7, 256.6533333333333, -233.04666666666668, StatTrak™ AWP | Graphite (Factory New):394.08 - StatTrak™ P2000 | Ocean Foam (Factory New):349.09 - StatTrak™ P90 | Emerald Dragon (Battle-Scarred):26.79 - 
StatTrak™ USP-S | Overgrowth (Well-Worn), 399.79999999999995, 150.69333333333333, -249.10666666666663, StatTrak™ AWP | Graphite (Minimal Wear):387.07 - StatTrak™ P2000 | Ocean Foam (Minimal Wear):38.22 - StatTrak™ P90 | Emerald Dragon (Battle-Scarred):26.79 - 
StatTrak™ USP-S | Printstream (Battle-Scarred), 586.3000000000001, 0, -586.3000000000001, 
StatTrak™ USP-S | Printstream (Factory New), 3629.1000000000004, 0, -3629.1000000000004, 
StatTrak™ USP-S | Printstream (Field-Tested), 893.1999999999999, 0, -893.1999999999999, 
StatTrak™ USP-S | Printstream (Minimal Wear), 1543.8999999999999, 0, -1543.8999999999999, 
StatTrak™ USP-S | Printstream (Well-Worn), 821.0, 0, -821.0, 
StatTrak™ USP-S | Serum (Factory New), 620, 250.8, -369.2, StatTrak™ SSG 08 | Blood in the Water (Factory New):250.8 - 
StatTrak™ USP-S | Serum (Field-Tested), 336.0, 170.79, -165.21, StatTrak™ SSG 08 | Blood in the Water (Minimal Wear):170.79 - 
StatTrak™ USP-S | Serum (Minimal Wear), 345.90000000000003, 250.8, -95.10000000000002, StatTrak™ SSG 08 | Blood in the Water (Factory New):250.8 - 
StatTrak™ USP-S | Stainless (Battle-Scarred), 93.5, 8.52, -84.98, StatTrak™ CZ75-Auto | Tread Plate (Field-Tested):7.88 - StatTrak™ Desert Eagle | Heirloom (Battle-Scarred):7.7 - StatTrak™ Five-SeveN | Copper Galaxy (Field-Tested):11.63 - StatTrak™ Tec-9 | Titanium Bit (Field-Tested):6.87 - 
StatTrak™ USP-S | Stainless (Factory New), 609.9, 21.64, -588.26, StatTrak™ CZ75-Auto | Tread Plate (Factory New):21.37 - StatTrak™ Desert Eagle | Heirloom (Battle-Scarred):7.7 - StatTrak™ Five-SeveN | Copper Galaxy (Factory New):35.07 - StatTrak™ Tec-9 | Titanium Bit (Factory New):22.42 - 
StatTrak™ USP-S | Stainless (Field-Tested), 127.89999999999999, 11.0425, -116.85749999999999, StatTrak™ CZ75-Auto | Tread Plate (Minimal Wear):9.85 - StatTrak™ Desert Eagle | Heirloom (Battle-Scarred):7.7 - StatTrak™ Five-SeveN | Copper Galaxy (Minimal Wear):17.48 - StatTrak™ Tec-9 | Titanium Bit (Minimal Wear):9.14 - 
StatTrak™ USP-S | Stainless (Minimal Wear), 256.2, 21.64, -234.56, StatTrak™ CZ75-Auto | Tread Plate (Factory New):21.37 - StatTrak™ Desert Eagle | Heirloom (Battle-Scarred):7.7 - StatTrak™ Five-SeveN | Copper Galaxy (Factory New):35.07 - StatTrak™ Tec-9 | Titanium Bit (Factory New):22.42 - 
StatTrak™ USP-S | Stainless (Well-Worn), 146.1, 8.52, -137.57999999999998, StatTrak™ CZ75-Auto | Tread Plate (Field-Tested):7.88 - StatTrak™ Desert Eagle | Heirloom (Battle-Scarred):7.7 - StatTrak™ Five-SeveN | Copper Galaxy (Field-Tested):11.63 - StatTrak™ Tec-9 | Titanium Bit (Field-Tested):6.87 - 
StatTrak™ USP-S | The Traitor (Battle-Scarred), 221.9, 0, -221.9, 
StatTrak™ USP-S | The Traitor (Factory New), 1560.5, 0, -1560.5, 
StatTrak™ USP-S | The Traitor (Field-Tested), 318.5, 0, -318.5, 
StatTrak™ USP-S | The Traitor (Minimal Wear), 518.4000000000001, 0, -518.4000000000001, 
StatTrak™ USP-S | The Traitor (Well-Worn), 235.9, 0, -235.9, 
StatTrak™ USP-S | Ticket to Hell (Battle-Scarred), 12.2, 1.8933333333333333, -10.306666666666667, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ USP-S | Ticket to Hell (Factory New), 95.19999999999999, 1.8933333333333333, -93.30666666666666, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ USP-S | Ticket to Hell (Field-Tested), 16.0, 1.8933333333333333, -14.106666666666667, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ USP-S | Ticket to Hell (Minimal Wear), 39.6, 1.8933333333333333, -37.70666666666667, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ USP-S | Ticket to Hell (Well-Worn), 22.9, 1.8933333333333333, -21.006666666666664, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ USP-S | Torque (Battle-Scarred), 24.0, 1.7080000000000002, -22.292, StatTrak™ FAMAS | Neural Net (Battle-Scarred):1.31 - StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred):3.78 - StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred):1.7 - StatTrak™ Negev | Loudmouth (Battle-Scarred):0.91 - StatTrak™ P2000 | Handgun (Battle-Scarred):0.84 - 
